Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
ABCC11	0.742482	1.4082	0.001	0.2	1.57035	1.27483	1	1.57035	0.2091	0.3401	0.3843	20	5	8
ZNF835	0.402907	1.23715	0.001	0.2	1.45037	0.792614	1	1.45037	0.2095	0.2003	0.199	2	2	19
PAMR1	0.29204	1.13497	0.001	0.2	0.701501	1.167	1	0.701501	0.2095	0.5835	0.5835	9	2	8
ITGAE	0.662888	-1.22099	0.001	0.2	2.6561	-1.48082	1	2.6561	0.2104	0.149	0.1393	20	4	17
VPS13C	0.389178	1.24088	0.001	0.2	0.855436	0.71031	1	0.855436	0.2116	0.371	0.3643	43	4	15
RHPN2	0.604765	-0.927828	0.001	0.2	2.1244	-1.7426	0.800338	2.06258	0.2117	0.1376	0.1219	27	8	21
ZFPM2	0.571491	-1.23269	0.001	0.2	2.53454	-1.84978	1	2.53454	0.2117	0.1489	0.1488	70	3	14
GPC5	0.683559	0.91912	0.001	0.2	0.456328	2.55106	0.225914	0.622271	0.212	0.5625	0.4062	191	17	54
CCDC170	0.99291	1.21085	0.001	0.2	1.16836	1.22647	0.553704	0.955153	0.2129	0.3941	0.3832	83	10	53
NT5DC1	0.7572	1.44682	0.001	0.2	2.05443	1.98215	1	2.05443	0.2135	0.4456	0.3855	13	3	5
COL4A3	0.766471	1.41007	0.001	0.2	0.89172	1.86261	0.518046	0.776652	0.2139	0.4697	0.6485	14	5	12
GPR148	0.323195	-1.46175	0.001	0.2	1.18657	-1.09794	1	1.18657	0.2141	0.2141	0.1716	1	1	11
MXRA5	0.244189	1.31858	0.001	0.2	0.801438	0.953972	1	0.801438	0.2144	0.165	0.1693	12	1	8
ZNF331	0.438349	1.63464	0.001	0.2	0.75491	0.646405	1	0.75491	0.215	0.3532	0.3871	12	2	15
FUNDC1	0.756416	1.44612	0.001	0.2	2.05311	1.98165	1	2.05311	0.2156	0.3966	0.4552	3	3	5
FAM135B	0.397811	-1.06545	0.001	0.2	1.8426	-1.68063	1	1.8426	0.216	0.1313	0.1313	64	3	9
IQCK	0.595852	-1.31287	0.001	0.2	3.49572	-5	1	3.49572	0.216	0.1351	0.1351	5	3	8
CNTLN	0.492381	-0.806053	0.001	0.2	2.84157	-1.86936	1	2.84157	0.2165	0.1245	0.1239	26	7	17
GAN	0.720435	1.41385	0.001	0.2	2.00355	1.96348	1	2.00355	0.2165	0.4413	0.4413	13	3	5
"RBAK,RBAK-RBAKDN"	0.218255	1.26356	0.001	0.2	0.785456	1.05536	1	0.785456	0.2168	0.2168	0.2168	2	1	6
FAM9A	0.210223	-1.24549	0.001	0.2	0.839115	-0.799025	1	0.839115	0.217	0.2542	0.2748	1	1	14
NLRP9	0.368595	1.58404	0.001	0.2	0.220197	1.7014	0.364678	0.255459	0.2174	0.7478	0.5017	5	2	12
PABPC4L	0.192185	-1.20287	0.001	0.2	0.738968	-0.259072	1	0.738968	0.2179	0.2179	0.2179	2	1	108
RFX7	0.518	-1.18863	0.001	0.2	3.28845	-5	1	3.28845	0.2179	0.103	0.103	27	3	9
POLDIP3	0.387475	1.22776	0.001	0.2	1.02176	1.31933	1	1.02176	0.218	0.4495	0.4495	5	2	5
CYP2C9	0.49461	1.43212	0.001	0.2	1.1076	0.795729	1	1.1076	0.2181	0.2186	0.2229	43	2	15
ENOX2	0.432975	-1.2625	0.001	0.2	1.40275	-1.54712	1	1.40275	0.219	0.1777	0.2488	10	3	8
MYH6	0.490448	-1.16071	0.001	0.2	2.28526	-1.79233	1	2.28526	0.2193	0.1718	0.1718	5	3	11
"NBPF10,NBPF19,NBPF20"	0.378499	-1.20885	0.001	0.2	1.44585	-0.294416	1	1.44585	0.2198	0.1444	0.1387	38	2	174
DNAH11	0.824034	1.23368	0.001	0.2	1.65891	0.996272	1	1.65891	0.2201	0.3581	0.3408	109	8	15
ABHD8	0.628392	-1.29645	0.001	0.2	2.65896	-1.43984	1	2.65896	0.2206	0.1399	0.1399	8	3	19
KCNB2	0.513473	0.987161	0.001	0.2	1.56267	0.856078	1	1.56267	0.2207	0.2894	0.2703	58	9	19
ZNF92	0.204823	-1.23304	0.001	0.2	0.768011	-0.182364	1	0.768011	0.2211	0.2211	0.2211	2	1	227
ITPKC	0.57005	-1.27715	0.001	0.2	3.49667	-5	1	3.49667	0.2214	0.1331	0.1331	5	3	9
TPTE2	0.226623	1.28185	0.001	0.2	0.806833	1.07558	1	0.806833	0.2219	0.2219	0.2219	3	1	6
PSMA6	0.671825	1.43352	0.001	0.2	1.39495	0.898009	1	1.39495	0.222	0.3468	0.3468	3	3	14
STK32A	0.495016	1.23551	0.001	0.2	1.27527	1.26805	1	1.27527	0.2222	0.2995	0.2995	39	3	7
MCC	0.649565	-1.16123	0.001	0.2	2.42051	-1.19229	1	2.42051	0.2235	0.2037	0.2034	69	5	24
MZT2A	0.215624	-1.2577	0.001	0.2	0.853346	-0.702211	1	0.853346	0.2239	0.2239	0.2239	7	1	19
ZNF83	0.557507	-1.21896	0.001	0.2	3.28243	-5	1	3.28243	0.2248	0.1594	0.1594	20	3	7
ZNF525	0.266477	-1.36231	0.001	0.2	1.04233	-1.02187	1	1.04233	0.225	0.1985	0.19	3	1	12
TBXAS1	0.374145	1.00026	0.001	0.2	0.715135	0.752866	1	0.715135	0.225	0.4241	0.442	24	5	11
GFOD1	0.588436	1.28109	0.001	0.2	1.54719	1.40547	1	1.54719	0.2252	0.4812	0.4191	37	4	7
UBQLN3	0.249787	-1.32985	0.001	0.2	0.992877	-1.00158	1	0.992877	0.2255	0.2255	0.2255	3	1	12
CAPN6	0.427805	-1.26367	0.001	0.2	1.72867	-1.61223	1	1.72867	0.2264	0.2079	0.1867	4	2	10
BICC1	0.567591	1.39665	0.001	0.2	1.13336	5	0.534199	0.880492	0.2265	0.3895	0.3895	20	3	8
BDKRB2	0.600599	1.23846	0.001	0.2	1.99496	1.52509	1	1.99496	0.2272	0.2228	0.2228	11	3	8
CAMTA1	0.596812	0.812889	0.001	0.2	1.30191	0.619167	1	1.30191	0.2316	0.197	0.1549	78	19	29
ANKRD17	0.380086	1.25254	0.001	0.2	1.01688	1.04179	1	1.01688	0.2316	0.3969	0.3969	26	2	8
CDKN3	0.533224	1.24001	0.001	0.2	1.13913	0.872823	1	1.13913	0.2317	0.3858	0.3858	7	3	14
RILPL1	0.57392	-1.41566	0.001	0.2	2.97256	-5	1	2.97256	0.2323	0.1548	0.1548	4	2	6
TENM2	0.484152	-0.636397	0.001	0.2	2.18531	-1.3323	1	2.18531	0.2325	0.1137	0.1033	55	15	23
KRTAP5-4	0.229739	1.28852	0.001	0.2	0.814657	1.07549	1	0.814657	0.2325	0.4108	0.4108	1	1	6
C6	0.610216	1.32364	0.001	0.2	1.70353	1.67189	1	1.70353	0.233	0.4307	0.4307	16	3	6
LRCH1	0.420757	0.99499	0.001	0.2	1.35581	1.28438	1	1.35581	0.234	0.4502	0.4502	46	4	7
"ASB3,GPR75-ASB3"	0.317999	-0.877483	0.001	0.2	2.50021	-5	1	2.50021	0.2345	0.1947	0.1947	15	4	9
SLCO3A1	0.375262	-0.954314	0.001	0.2	1.58122	-1.55296	1	1.58122	0.2347	0.1873	0.1471	46	4	10
RPS6KA2	0.426764	1.7073	0.001	0.142264	0.787704	4.05563	0.242595	0.380436	0.235	0.3257	0.4875	79	9	13
GUCA1C	0.2609	-1.35165	0.001	0.2	1.0461	-1.00006	1	1.0461	0.2355	0.2355	0.2355	8	1	14
ACOT6	0.640638	-1.48663	0.001	0.2	3.25904	-5	1	3.25904	0.2356	0.145	0.145	3	2	7
ROBO1	1.03323	-0.981102	0.001	0.2	3.39946	-1.15102	1	3.39946	0.2357	0.1786	0.147	113	11	32
ZBTB38	0.435057	0.900343	0.001	0.2	0.457445	0.162309	1	0.457445	0.2358	0.3069	0.3498	11	5	154
PPFIBP2	0.539873	-1.05442	0.001	0.2	3.22856	-5	1	3.22856	0.2358	0.1428	0.1428	26	4	6
CCDC178	0.955454	1.28295	0.001	0.2	2.08828	0.805933	1	2.08828	0.2365	0.3318	0.3265	110	8	27
POP1	0.497244	-1.17306	0.001	0.2	3.15251	-5	1	3.15251	0.2365	0.1517	0.1517	10	3	8
CFAP47	1.01225	-1.38333	0.001	0.2	2.27938	-5	0.285898	1.71581	0.2371	0.2635	0.3098	28	8	61
FRY	0.452994	-0.890594	0.001	0.2	2.05353	-1.70606	1	2.05353	0.2374	0.109	0.0868	152	5	12
TFB2M	0.318166	-1.45352	0.001	0.2	1.19833	-1.07928	1	1.19833	0.2387	0.1618	0.1618	6	1	13
FANCL	0.581152	1.37133	0.001	0.2	1.68146	1.84237	1	1.68146	0.2387	0.5061	0.5061	8	3	5
CYB5D2	0.297315	1.41827	0.001	0.2	0.952968	0.780656	1	0.952968	0.239	0.239	0.239	4	1	15
CNGB3	0.818489	1.37002	0.001	0.2	1.36883	0.895869	1	1.36883	0.2394	0.5526	0.5526	30	6	14
ALDH2	0.202403	-1.22737	0.001	0.2	0.774158	-0.305729	1	0.774158	0.2397	0.2004	0.2004	23	1	83
BCL9	0.176042	1.16206	0.001	0.2	0.665431	0.685398	1	0.665431	0.2397	0.3695	0.3695	3	1	12
"BCL9,NBPF19"	0.176042	1.16206	0.001	0.2	0.665431	0.685398	1	0.665431	0.2397	0.3695	0.3695	11	1	12
ANXA11	0.287561	-1.40109	0.001	0.2	1.11678	-1.03877	1	1.11678	0.2401	0.1657	0.1657	5	1	16
PLAC9	0.287561	-1.40109	0.001	0.2	1.11678	-1.03877	1	1.11678	0.2401	0.1657	0.1657	1	1	16
ALMS1	0.372307	1.2134	0.001	0.2	1.02632	1.41593	1	1.02632	0.2406	0.4465	0.3412	13	2	5
FOXP1	0.450255	1.15572	0.001	0.2	1.32553	1.35634	1	1.32553	0.2409	0.4266	0.4266	71	3	6
SMPDL3B	0.331509	1.17645	0.001	0.2	0.403585	0.645914	1	0.403585	0.241	0.4452	0.396	5	3	8
IL3RA	0.303381	-1.42872	0.001	0.2	1.17042	-1.05509	1	1.17042	0.2411	0.1614	0.1614	1	1	15
WDR7	0.47497	1.04187	0.001	0.2	1.13955	2.49182	0.521098	0.986616	0.2411	0.4064	0.4939	34	5	10
GAB4	0.354239	1.17721	0.001	0.2	1.09866	0.745777	1	1.09866	0.2416	0.2982	0.2968	4	2	17
HORMAD2	0.423525	-1.10105	0.001	0.2	2.81692	-5	1	2.81692	0.2422	0.1614	0.1457	46	3	8
KIF24	0.663965	1.31114	0.001	0.2	1.9068	1.87958	1	1.9068	0.2422	0.2422	0.2422	12	3	5
LYST	0.67983	-1.30496	0.001	0.2	3.66407	-5	1	3.66407	0.2424	0.1686	0.1686	12	3	7
SMYD4	0.276732	-1.38147	0.001	0.2	1.09393	-1.39214	1	1.09393	0.2425	0.2162	0.2425	9	1	7
CACNG7	0.388655	1.23777	0.001	0.2	0.906614	1.13878	1	0.906614	0.2433	0.4275	0.4275	23	4	6
CBFA2T3	0.31675	1.11645	0.001	0.2	1.11843	0.825733	1	1.11843	0.2435	0.2109	0.1904	12	2	14
ARID5B	0.777346	1.33029	0.001	0.2	1.51171	1.11078	1	1.51171	0.2441	0.2972	0.378	64	5	10
MAP4	0.535104	1.18518	0.001	0.2	1.24454	0.633181	1	1.24454	0.2448	0.3244	0.3084	30	4	26
FAM149A	0.444674	-1.27858	0.001	0.2	1.78531	-1.1045	1	1.78531	0.2451	0.1839	0.1839	6	2	16
IQGAP2	0.18271	-0.888984	0.001	0.2	0.731907	-0.742761	1	0.731907	0.2453	0.2309	0.226	34	2	15
TYW1B	0.169782	1.14547	0.001	0.2	0.636091	0.280886	1	0.636091	0.2454	0.2454	0.2454	7	1	72
CSF2RA	0.26216	-1.35407	0.001	0.2	1.00767	-0.739602	1	1.00767	0.2456	0.1773	0.1773	1	1	22
KCNQ5	0.552494	1.35322	0.001	0.2	0.778795	4.12871	0.354095	0.628192	0.2456	0.4045	0.4752	41	6	9
KIAA0391	0.607019	1.10127	0.001	0.2	2.17063	0.636408	1	2.17063	0.2458	0.1843	0.1763	11	4	45
SPOP	0.473854	-1.2048	0.001	0.2	1.6224	-1.19369	1	1.6224	0.2465	0.2893	0.2841	15	4	17
ERCC8	0.267401	-1.36406	0.001	0.2	1.06679	-1.38204	1	1.06679	0.2468	0.2468	0.2468	8	1	7
SERPINA7	0.243851	1.31789	0.001	0.2	0.826103	0.571272	1	0.826103	0.2469	0.2056	0.1972	11	1	22
TUFM	0.25895	1.34788	0.001	0.2	0.858235	0.724229	1	0.858235	0.2469	0.2285	0.2468	2	1	14
RPTOR	0.308929	-1.29289	0.001	0.2	1.37293	-5	0.515626	1.18528	0.2471	0.3689	0.3252	87	3	10
ARHGAP45	0.691807	-1.30558	0.001	0.2	3.42551	-5	1	3.42551	0.2475	0.2475	0.2475	10	3	5
BICD1	0.558924	-1.09768	0.001	0.2	2.17192	-0.826305	1	2.17192	0.2479	0.1243	0.1119	177	5	37
CNTN6	0.140199	-1.06024	0.001	0.2	0.584496	-0.375062	1	0.584496	0.248	0.2954	0.2748	74	1	42
GSTM2	0.42727	1.24336	0.001	0.2	1.29431	0.638318	1	1.29431	0.2481	0.2459	0.2713	6	3	27
OR56B1	0.21726	-1.26135	0.001	0.2	0.891342	-1.29764	1	0.891342	0.2483	0.2483	0.2483	2	1	6
ABCA1	0.750376	-1.2396	0.001	0.2	2.43685	-5	0.529842	1.29998	0.2485	0.1806	0.3073	85	6	23
PLA2R1	0.551816	1.19175	0.001	0.2	1.6575	1.24243	1	1.6575	0.2494	0.2494	0.2494	19	3	9
NLRP1	0.465037	-1.3341	0.001	0.2	2.61854	-5	1	2.61854	0.2496	0.2152	0.2152	8	2	6
TANGO6	0.406599	-1.09543	0.001	0.2	1.96564	-5	0.648944	1.58077	0.2498	0.1286	0.2211	40	5	10
MON1A	0.521777	-1.35896	0.001	0.2	2.8018	-5	1	2.8018	0.25	0.25	0.25	2	2	6
TRAT1	0.341117	-1.24846	0.001	0.2	2.19251	-5	1	2.19251	0.2515	0.1671	0.1671	6	2	6
PCDHGB2	0.406283	1.23794	0.001	0.2	1.41794	0.960496	1	1.41794	0.2517	0.2515	0.244	6	2	13
FBXW10	0.190961	1.19987	0.001	0.2	0.681366	0.896757	1	0.681366	0.2518	0.4258	0.4258	5	1	7
TVP23B	0.190961	1.19987	0.001	0.2	0.681366	0.896757	1	0.681366	0.2518	0.4258	0.4258	3	1	7
SPPL2C	0.361131	1.01363	0.001	0.2	1.12992	0.923137	1	1.12992	0.2519	0.2191	0.2566	23	3	11
PTPRK	0.571126	-1.01377	0.001	0.2	3.65316	-5	1	3.65316	0.2524	0.1429	0.1429	24	5	8
CDYL2	0.360301	1.01284	0.001	0.2	0.718464	0.625804	1	0.718464	0.2528	0.3047	0.3167	33	6	15
AHR	0.266777	1.36288	0.001	0.2	0.863263	0.699363	1	0.863263	0.2536	0.1962	0.1704	13	1	15
ARHGEF4	0.163648	-1.12876	0.001	0.2	0.69852	-0.871927	1	0.69852	0.2536	0.2624	0.2536	14	1	10
AUTS2	0.651939	-0.754179	0.001	0.2	1.97017	-0.534959	1	1.97017	0.2538	0.165	0.1385	77	20	72
FA2H	0.573994	1.30871	0.001	0.2	1.6897	1.80697	1	1.6897	0.2542	0.4498	0.375	14	3	5
SAXO1	0.335715	-1.19863	0.001	0.2	1.43135	-1.16083	1	1.43135	0.2549	0.242	0.242	24	2	13
DGCR6	0.158142	1.11336	0.001	0.2	-0.105361	-5	0.1	-18.4207	0.2553	1	1	1	1	423
PRODH	0.158142	1.11336	0.001	0.2	-0.105361	-5	0.1	-18.4207	0.2553	1	1	1	1	423
RCAN1	0.248592	-1.00887	0.001	0.2	0.602157	-0.408651	1	0.602157	0.2563	0.2663	0.3054	5	2	35
CDK14	0.417091	-0.944946	0.001	0.2	1.9713	-5	0.701081	1.73214	0.2577	0.1446	0.2188	29	6	11
WDR27	0.696978	1.2299	0.001	0.2	1.41661	1.16871	1	1.41661	0.2577	0.4089	0.4204	19	5	9
ZNF554	0.449415	-1.28653	0.001	0.2	1.95485	-1.63539	1	1.95485	0.2579	0.1925	0.1902	4	2	14
INTS9	0.404276	-1.08981	0.001	0.2	2.69861	-5	1	2.69861	0.2579	0.1512	0.1512	11	3	7
ABHD2	0.460319	-0.983747	0.001	0.2	2.92095	-5	1	2.92095	0.2583	0.166	0.166	9	4	6
CPXM2	0.459468	1.24516	0.001	0.2	0.99944	0.960578	1	0.99944	0.2585	0.4183	0.4184	23	5	9
ADRA1A	0.306285	1.33518	0.001	0.2	0.790183	0.820182	1	0.790183	0.2586	0.3916	0.3454	19	4	11
MAPK9	0.558889	-1.24475	0.001	0.2	3.37635	-5	1	3.37635	0.2586	0.153	0.153	10	3	8
RB1CC1	0.184893	1.18477	0.001	0.2	0.671911	0.640559	1	0.671911	0.259	0.231	0.2055	5	1	15
SYN1	0.606333	-1.12536	0.001	0.2	2.35168	-1.17999	1	2.35168	0.26	0.1788	0.1771	5	4	27
USP50	0.445076	1.15409	0.001	0.2	1.2579	1.27122	1	1.2579	0.2603	0.471	0.5412	4	3	7
ANO3	0.251714	1.20712	0.001	0.2	0.325365	1.50114	0.504102	0.301842	0.2606	0.5562	0.5562	41	4	5
UTS2B	0.44477	-1.13446	0.001	0.2	1.75389	-1.06749	1	1.75389	0.2609	0.1991	0.1872	12	3	19
SV2C	0.541255	-1.20677	0.001	0.2	1.59757	-5	0.373815	0.457065	0.2613	0.1485	0.4316	42	8	81
TMPRSS12	0.476071	-1.33494	0.001	0.2	-0.0238125	5	0.224992	0.773978	0.2624	1	0.4002	11	4	11
SLC11A2	0.339098	1.06411	0.001	0.2	0.80122	1.14751	1	0.80122	0.2627	0.5533	0.5533	8	4	5
TBC1D8	0.324914	1.01255	0.001	0.2	1.00873	1.28753	1	1.00873	0.263	0.5924	0.5924	27	3	5
MAPKAPK5	0.229184	-0.989534	0.001	0.2	0.793302	-0.309387	1	0.793302	0.2632	0.106	0.1823	5	2	83
PTGIS	0.465182	-1.3773	0.001	0.2	1.97464	-0.709241	1	1.97464	0.2634	0.1052	0.1087	21	5	42
MIA2	0.522255	-1.19223	0.001	0.2	3.29978	-5	1	3.29978	0.2635	0.2021	0.2021	8	3	9
RIT2	0.510208	1.13934	0.001	0.2	0.992112	1.10228	1	0.992112	0.264	0.3971	0.3936	17	5	8
CXCL2	0.26596	-1.36133	0.001	0.2	1.09037	-1.3605	1	1.09037	0.2641	0.2641	0.2641	1	1	8
SLC28A1	0.263174	0.911687	0.001	0.2	0.585775	0.362412	1	0.585775	0.2642	0.2278	0.2603	48	5	40
ZNF486	0.146699	-1.08003	0.001	0.2	0.624788	-0.61094	1	0.624788	0.2656	0.2982	0.2521	4	1	18
NCBP3	0.487648	-1.13203	0.001	0.2	2.8001	-5	1	2.8001	0.2656	0.2656	0.2656	10	3	5
PROKR2	0.258952	-1.16179	0.001	0.2	1.87348	-5	1	1.87348	0.2658	0.2279	0.2279	6	2	8
CMA1	0.284369	-1.39537	0.001	0.2	1.14487	-1.39127	1	1.14487	0.2664	0.1704	0.1704	2	1	8
"ACP6,NBPF19"	0.191155	1.20035	0.001	0.2	0.708325	0.653356	1	0.708325	0.2667	0.2667	0.2667	6	1	14
PIGK	0.33733	-1.20991	0.001	0.2	2.09891	-5	1	2.09891	0.2672	0.2672	0.2672	4	2	5
PRRX2	0.283427	1.39367	0.001	0.2	0.883959	1.21296	1	0.883959	0.2676	0.2402	0.2402	13	1	5
KIAA1217	0.442839	-0.722537	0.001	0.2	1.88173	-5	0.732947	0.0648371	0.2679	0.141	0.8009	35	9	50
ZNF124	0.296063	1.46913	0.001	0.2	0.531557	5	0.411444	0.131806	0.2688	0.4645	0.6483	10	2	11
GABRA3	0.585298	1.20994	0.001	0.2	-0.108561	1.48703	0.213692	0.656799	0.2689	0.9133	0.407	18	8	178
MIPOL1	0.34661	-0.99099	0.001	0.2	2.34601	-5	1	2.34601	0.2689	0.1192	0.1137	12	3	6
C14orf159	0.251822	-1.3339	0.001	0.2	1.04852	-1.33201	1	1.04852	0.2691	0.2691	0.2691	26	1	8
CADM1	0.889412	1.27342	0.001	0.2	1.24662	1.04506	0.712398	1.15296	0.2695	0.4544	0.4416	60	7	24
MFSD6	0.414879	1.25374	0.001	0.2	1.09327	1.23525	1	1.09327	0.27	0.27	0.1913	6	2	6
TAOK3	0.55815	1.20512	0.001	0.2	2.05916	1.89625	1	2.05916	0.2704	0.2704	0.2123	12	3	6
AQP9	0.44548	-1.11479	0.001	0.2	2.92298	-5	1	2.92298	0.2709	0.1441	0.1585	15	3	8
DDA1	0.596868	-1.13137	0.001	0.2	2.40677	-1.38656	1	2.40677	0.2711	0.19	0.2134	6	4	18
SH3BP2	0.357814	-1.06994	0.001	0.2	2.64534	-5	1	2.64534	0.2712	0.1927	0.1927	12	3	10
KMT2A	0.484648	-1.13397	0.001	0.2	2.77632	-5	1	2.77632	0.2718	0.2718	0.2718	4	3	5
STK39	0.289179	-0.78635	0.001	0.2	2.61376	-5	1	2.61376	0.2721	0.2146	0.2084	24	5	10
ZNF616	0.298088	1.05785	0.001	0.2	0.0971079	1.76146	0.359815	0.0521275	0.2722	0.6039	0.7274	5	3	60
CAPN14	0.222433	-0.996941	0.001	0.2	1.04326	-1.02064	1	1.04326	0.2723	0.2179	0.2274	22	2	13
TTC34	0.157115	-1.11044	0.001	0.2	0.666014	-0.716295	1	0.666014	0.2724	0.2724	0.2724	2	1	14
NLRP8	0.18883	-1.19461	0.001	0.2	0.834778	-1.21681	1	0.834778	0.2724	0.2724	0.2724	13	1	9
GPRC6A	0.466345	-1.16212	0.001	0.2	2.72582	-5	1	2.72582	0.2725	0.1467	0.1467	9	3	5
SCLT1	0.30724	-1.10196	0.001	0.2	1.01452	-0.560181	1	1.01452	0.2726	0.1924	0.2241	13	2	34
PLEK	0.229797	-1.28865	0.001	0.2	0.976844	-1.29582	1	0.976844	0.2728	0.2728	0.2728	9	1	8
ZNF385D	0.523901	1.02501	0.001	0.2	1.31766	1.03991	1	1.31766	0.273	0.4267	0.4154	77	5	10
NPBWR1	0.23338	1.29623	0.001	0.2	0.810068	0.901598	1	0.810068	0.2735	0.2735	0.2735	1	1	9
"KCNE1,KCNE1B"	0.174115	-1.157	0.001	0.2	0.696137	-0.456121	1	0.696137	0.2737	0.2737	0.2737	3	1	33
KCNE2	0.174115	-1.157	0.001	0.2	0.696137	-0.456121	1	0.696137	0.2737	0.2737	0.2737	1	1	33
CADPS	0.183432	0.896707	0.001	0.2	1.55813	5	0.408699	0.233956	0.2737	0.1421	0.4971	15	4	12
FCHO1	0.499446	1.29474	0.001	0.2	1.06238	1.04413	1	1.06238	0.2737	0.494	0.4589	19	4	8
APOBEC1	0.347288	1.18478	0.001	0.2	0.87742	1.11165	1	0.87742	0.2738	0.2738	0.2738	8	2	6
AASS	0.177594	-1.1661	0.001	0.2	0.736594	-0.748769	1	0.736594	0.2739	0.2739	0.2739	5	1	14
CSMD3	0.752398	-1.15623	0.001	0.2	3.39281	-5	0.611295	2.20543	0.274	0.1475	0.1698	105	8	23
ASMTL	0.254208	-1.33861	0.001	0.2	1.06564	-1.34158	1	1.06564	0.2744	0.2744	0.2744	1	1	10
C4orf22	0.306574	-0.701644	0.001	0.2	2.55513	-5	1	2.55513	0.275	0.1432	0.1313	23	6	10
ATM	0.754895	-0.787991	0.001	0.2	2.46456	-0.706448	1	2.46456	0.2755	0.1544	0.1134	104	14	57
PATJ	0.637248	-1.23745	0.001	0.2	2.83152	-1.88244	1	2.83152	0.2756	0.2059	0.2059	62	4	15
NRG2	0.299285	1.14609	0.001	0.2	0.569083	0.748736	1	0.569083	0.2758	0.496	0.5015	5	2	10
ST8SIA6	0.287755	1.12191	0.001	0.2	0.854385	0.963271	1	0.854385	0.2758	0.2408	0.2641	9	3	8
"CD160,NBPF10,NBPF19,NBPF20"	0.164378	-1.13077	0.001	0.2	0.653338	-0.233562	1	0.653338	0.2762	0.2762	0.2762	11	1	126
UST	0.340581	-0.869026	0.001	0.2	2.31112	-5	1	2.31112	0.2762	0.1702	0.1702	25	4	5
ACACB	0.152065	1.16662	0.001	0.2	0.584044	5	0.417338	3.75E-06	0.2765	0.438	0.8676	20	2	30
ZNF536	0.457656	-1.00593	0.001	0.2	3.202	-5	1	3.202	0.2765	0.1589	0.1533	32	4	9
ELMSAN1	0.527565	-1.17165	0.001	0.2	3.04308	-5	1	3.04308	0.2766	0.1695	0.1695	13	3	6
HSPA12A	0.279937	-0.903355	0.001	0.2	1.19653	-1.05888	1	1.19653	0.2768	0.1835	0.1696	18	3	14
ABCB4	0.348182	-1.2029	0.001	0.2	2.13916	-5	1	2.13916	0.277	0.1964	0.1964	29	2	5
AK3	0.444998	-1.10146	0.001	0.2	2.82157	-5	1	2.82157	0.2775	0.1853	0.1791	13	3	7
MAPK1	0.436881	-1.26665	0.001	0.2	2.42283	-5	1	2.42283	0.2778	0.1631	0.1631	14	2	5
TMEM231	0.262729	-1.62962	0.001	0.2	0.361019	-0.547514	0.388097	0.158944	0.2779	0.4499	0.6042	4	2	577
EEF2K	0.142086	-1.06605	0.001	0.2	0.597478	-0.46747	1	0.597478	0.2779	0.2718	0.2664	12	1	30
HIRA	0.255822	1.31903	0.001	0.2	0.734978	0.551872	1	0.734978	0.2779	0.3261	0.231	15	2	22
TUBA8	0.205501	1.23461	0.001	0.2	0.710443	1.07829	1	0.710443	0.278	0.3416	0.2655	7	1	5
RYR1	0.431524	-0.886177	0.001	0.2	2.99616	-5	1	2.99616	0.2783	0.1285	0.1285	28	5	7
SNX6	0.319322	-1.17756	0.001	0.2	2.0952	-5	1	2.0952	0.2783	0.183	0.183	4	2	6
BTBD8	0.349869	-1.21412	0.001	0.2	2.14778	-5	1	2.14778	0.2786	0.1876	0.1876	6	2	5
BCR	0.357172	-1.03023	0.001	0.2	2.53317	-5	1	2.53317	0.2788	0.1766	0.1766	13	3	9
TUBA3E	0.236039	1.3018	0.001	0.2	0.814667	0.671388	1	0.814667	0.2789	0.2789	0.2789	2	1	15
ARHGAP28	0.190045	-1.19761	0.001	0.2	0.845266	-1.20683	1	0.845266	0.2792	0.2792	0.2792	14	1	8
MAGEA10-MAGEA5	0.198688	-1.21858	0.001	0.2	0.8118	-0.772553	1	0.8118	0.2793	0.2793	0.2793	1	1	15
CDR2	0.169925	-1.14585	0.001	0.2	0.695317	-0.538306	1	0.695317	0.2797	0.2669	0.2854	1	1	27
HBD	0.144014	1.07193	0.001	0.2	0.551083	0.430759	1	0.551083	0.28	0.28	0.28	1	1	27
COX10	0.301078	-1.42477	0.001	0.2	1.58979	-5	1	1.58979	0.28	0.28	0.28	22	1	5
SLC15A5	0.298943	-1.35472	0.001	0.2	1.03002	-1.31608	1	1.03002	0.2807	0.3978	0.3978	13	2	8
MOB3B	0.239485	1.30895	0.001	0.2	0.813474	0.877863	1	0.813474	0.2808	0.2808	0.2808	48	1	9
FGF10	0.460284	-0.909578	0.001	0.2	2.26945	-5	0.728469	2.017	0.2809	0.1615	0.293	67	7	12
EBF1	0.298171	-0.738409	0.001	0.2	0.331887	-5	0.467323	0.413255	0.2822	0.4664	0.3688	27	5	67
PCLO	0.33321	-0.910248	0.001	0.2	2.61376	-5	1	2.61376	0.2822	0.1196	0.1173	37	4	10
ZNF774	0.149488	-1.08832	0.001	0.2	0.634849	-0.546583	1	0.634849	0.2827	0.2069	0.262	3	1	25
CLEC4C	0.400265	1.41996	0.001	0.2	0.817054	1.08022	1	0.817054	0.2833	0.5293	0.5293	3	2	6
