Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
GPLD1	0.374835	1.07561	0.001	0.2	1.3775	1.6609	1	1.3775	0.2765	0.2765	0.2765	36	3	5
HPCAL1	0.59929	1.20827	0.001	0.2	0.877291	1.82848	0.466712	0.319123	0.2766	0.4385	0.6231	39	7	17
TTYH2	0.154196	-1.10207	0.001	0.2	0.612992	-0.245889	1	0.612992	0.2766	0.2766	0.2766	6	1	94
PXYLP1	0.537134	0.987753	0.001	0.2	1.60116	1.1896	1	1.60116	0.2767	0.226	0.2147	34	7	10
ARHGAP10	0.37835	-0.970251	0.001	0.2	1.11572	-0.952662	1	1.11572	0.2768	0.2863	0.2655	32	5	12
CYB5D2	0.145783	1.07728	0.001	0.2	0.57123	0.5833	1	0.57123	0.277	0.277	0.277	4	1	16
TMEM163	0.362057	1.32724	0.001	0.2	0.909406	5	0.516548	0.277359	0.2771	0.3693	0.7376	21	3	6
SLC30A8	0.335601	1.15913	0.001	0.2	1.35906	1.69877	1	1.35906	0.2773	0.2393	0.2169	68	2	5
TIAM1	0.488651	-0.946157	0.001	0.2	1.80898	-1.13947	1	1.80898	0.2778	0.1848	0.1823	43	5	15
LCP2	0.378357	-1.05921	0.001	0.2	1.28752	-1.12855	1	1.28752	0.2783	0.3067	0.2981	6	3	11
MYLK3	0.188061	1.1927	0.001	0.2	0.698869	0.852823	1	0.698869	0.2784	0.2587	0.2053	2	1	8
MUC13	0.344187	1.15287	0.001	0.2	1.20817	1.55261	1	1.20817	0.2787	0.2787	0.2787	4	2	5
LOC645177	0.137644	1.05227	0.001	0.2	0.547563	0.670923	1	0.547563	0.2788	0.2098	0.2098	13	1	10
ATP10D	0.430334	1.32294	0.001	0.2	1.31305	1.19777	1	1.31305	0.2789	0.2822	0.2505	29	2	9
UBXN2A	0.426773	-1.07617	0.001	0.2	1.36211	-1.01691	1	1.36211	0.2789	0.3163	0.3102	5	3	13
PLA2G4F	0.371886	-1.18891	0.001	0.2	1.35651	-1.62504	1	1.35651	0.279	0.2319	0.1792	20	2	5
DACH2	1.05276	1.16686	0.001	0.2	2.81628	0.54859	1	2.81628	0.2799	0.2055	0.1908	45	10	93
UBQLN3	0.182209	-1.17797	0.001	0.2	0.722453	-0.696289	1	0.722453	0.28	0.28	0.28	3	1	14
SLC11A2	0.524042	1.14299	0.001	0.2	1.30754	1.28559	1	1.30754	0.2811	0.3384	0.3042	10	5	7
TPTE2	0.251543	1.33335	0.001	0.2	0.933507	1.05324	1	0.933507	0.2811	0.2811	0.2811	3	1	8
LRRC30	0.202001	-1.22643	0.001	0.2	0.784312	-0.723023	1	0.784312	0.2812	0.2812	0.2812	2	1	14
P2RX7	0.39705	-1.12651	0.001	0.2	0.443791	-1.78281	0.447674	0.688514	0.2814	0.4972	0.362	26	3	28
ZNF518B	0.179046	1.16986	0.001	0.2	0.705422	0.959017	1	0.705422	0.2817	0.2583	0.1334	3	1	7
ABAT	0.286279	-1.15952	0.001	0.2	0.808806	-0.454215	1	0.808806	0.2817	0.3366	0.3007	26	2	36
BIRC8	0.17371	1.15593	0.001	0.2	0.689232	0.944457	1	0.689232	0.2821	0.2396	0.2137	2	1	7
VGLL3	0.387132	-0.759337	0.001	0.2	1.01474	-5	0.481362	0.245593	0.2826	0.2635	0.5324	32	8	38
TTC28	0.726937	0.644047	0.001	0.2	2.09141	0.274068	1	2.09141	0.2826	0.149	0.0904	154	27	244
ZC3HAV1	0.344187	1.15287	0.001	0.2	1.20817	1.55261	1	1.20817	0.2829	0.2829	0.2829	8	2	5
PALB2	0.347395	-1.00099	0.001	0.2	0.933753	-5	0.562232	0.714749	0.2833	0.3121	0.3324	16	4	7
CCDC88C	0.749115	-1.10154	0.001	0.2	2.4566	-1.53255	1	2.4566	0.2835	0.2361	0.2216	61	6	11
BTN3A3	0.152814	-1.09807	0.001	0.2	0.611597	-0.30327	1	0.611597	0.2836	0.2836	0.2836	7	1	62
SULF2	0.340343	1.14798	0.001	0.2	1.19372	1.54501	1	1.19372	0.2842	0.2048	0.2048	24	2	5
AKAP9	0.293109	0.932305	0.001	0.2	0.759586	0.872168	1	0.759586	0.2842	0.3097	0.2935	101	3	9
C11orf63	0.395682	0.875698	0.001	0.2	1.40764	1.23683	1	1.40764	0.2843	0.2819	0.2772	17	6	9
RAB31	0.62025	-1.13239	0.001	0.2	2.00752	-1.39584	1	2.00752	0.2851	0.26	0.26	46	4	11
TECRL	0.372319	-1.02148	0.001	0.2	1.17794	-1.47033	1	1.17794	0.2854	0.2854	0.383	8	4	6
FCHO1	0.520574	1.01888	0.001	0.2	1.4625	0.996109	1	1.4625	0.2856	0.3394	0.3117	24	6	13
HS3ST3A1	0.575603	-1.15121	0.001	0.2	2.09023	-1.41335	1	2.09023	0.2863	0.2863	0.2863	26	4	12
TUBD1	0.405814	1.42925	0.001	0.2	0.820475	1.06867	1	0.820475	0.2865	0.3631	0.3631	3	2	6
MSN	0.369828	0.813913	0.001	0.2	1.29266	1.03651	1	1.29266	0.2865	0.2802	0.2802	19	5	11
INTS4	0.159342	1.11675	0.001	0.2	0.616982	0.807018	1	0.616982	0.2867	0.1958	0.2287	8	1	8
KCTD14	0.159342	1.11675	0.001	0.2	0.616982	0.807018	1	0.616982	0.2867	0.1958	0.2287	3	1	8
"KCTD14,NDUFC2-KCTD14"	0.159342	1.11675	0.001	0.2	0.616982	0.807018	1	0.616982	0.2867	0.1958	0.2287	7	1	8
CREB3L4	0.331555	-1.13636	0.001	0.2	1.36802	-1.2215	1	1.36802	0.2871	0.2538	0.2148	15	2	9
TMEM255A	0.287598	-1.07185	0.001	0.2	1.07042	-1.47442	1	1.07042	0.2873	0.2873	0.2148	4	2	5
CTNNA3	0.669307	0.67273	0.001	0.2	0.33745	0.0574503	1	0.33745	0.2883	0.5269	0.4731	239	21	883
KMO	0.226147	-1.28082	0.001	0.2	0.88239	-1.34044	1	0.88239	0.2887	0.3649	0.3649	14	1	5
ASTN2	0.866811	0.762822	0.438625	0.2	1.61768	0.686386	0.323674	0.803709	0.2888	0.2787	0.3899	176	19	106
NPTX2	0.173131	-1.1544	0.001	0.2	0.704521	-0.923645	1	0.704521	0.2889	0.2889	0.2889	3	1	8
AKAP13	0.429037	-0.908375	0.001	0.2	0.499566	-2.89255	0.409613	0.643948	0.2889	0.4677	0.3042	62	5	73
ALDH5A1	0.275027	1.06182	0.001	0.2	1.14978	1.54394	1	1.14978	0.2898	0.2898	0.2898	38	2	5
OR52E1	0.2306	-1.21797	0.001	0.2	0.502837	-5	0.408121	0.465067	0.29	0.4424	0.5667	2	2	8
PADI3	0.390273	1.13257	0.001	0.2	0.218037	0.59296	0.410353	0.00173062	0.2902	0.5159	0.9515	9	4	240
HIBADH	0.29777	0.939891	0.001	0.2	0.578049	5	0.421331	0.527613	0.2905	0.2905	0.2801	17	6	6
KLB	0.231953	1.0563	0.001	0.2	0.845923	0.868613	1	0.845923	0.2908	0.214	0.2118	12	2	10
A2ML1	0.337799	-1.07784	0.001	0.2	2.35756	-5	1	2.35756	0.2911	0.2089	0.2089	8	3	7
RGS7	1.17639	0.961638	0.001	0.2	3.03516	0.704195	1	3.03516	0.2916	0.2541	0.2362	105	13	51
"MINOS1,MINOS1-NBL1"	0.286182	1.077	0.001	0.2	0.984568	1.41514	1	0.984568	0.292	0.4838	0.3677	5	2	5
DDX39A	0.172372	-1.15239	0.001	0.2	0.702582	-0.919419	1	0.702582	0.2921	0.2301	0.1981	3	1	8
ATP6V1C2	0.309133	0.962233	0.001	0.2	0.787499	0.465728	1	0.787499	0.2921	0.3759	0.3691	15	3	32
CCDC170	0.994799	1.10073	0.001	0.2	1.24833	5	0.345166	0.877895	0.2922	0.4255	0.3763	83	12	63
WNK3	0.416674	1.15333	0.001	0.2	0.998397	1.12634	1	0.998397	0.2923	0.4614	0.3994	13	3	7
NFASC	0.247077	-0.764653	0.001	0.2	1.80449	-5	1	1.80449	0.2928	0.1965	0.1891	30	4	5
NTRK3	0.615686	-1.03161	0.001	0.2	4.02166	-5	1	4.02166	0.293	0.1422	0.1409	63	5	10
IGF1R	0.515838	-1.10013	0.001	0.2	1.37962	-0.927795	1	1.37962	0.2936	0.3128	0.2872	59	4	15
HS6ST2	0.332215	-1.14797	0.001	0.2	1.3891	-1.51843	1	1.3891	0.2942	0.2697	0.2621	10	2	8
PRAG1	0.209985	1.24494	0.001	0.2	0.76876	0.660882	1	0.76876	0.2942	0.2942	0.2942	19	1	15
"AMELX,ARHGAP6"	0.174873	-1.15899	0.001	0.2	0.685616	-0.507447	1	0.685616	0.2943	0.2943	0.2943	1	1	25
ANAPC1	0.376654	-1.4295	0.001	0.2	0.68465	-5	0.313338	0.0488907	0.2945	0.3993	0.8137	7	3	48
MLIP	0.228161	1.47465	0.001	0.2	0.725797	1.02434	1	0.725797	0.2946	0.4442	0.355	35	2	6
PLEKHG1	0.418009	-0.834451	0.001	0.2	0.968217	-0.790992	1	0.968217	0.2948	0.3846	0.3569	25	6	16
SLC5A10	0.232131	1.00129	0.001	0.2	0.805245	0.489085	1	0.805245	0.295	0.3403	0.3462	8	2	28
GUCY2C	0.623525	-1.11081	0.001	0.2	2.23042	-1.86256	1	2.23042	0.2959	0.3645	0.3645	15	5	8
FRMD6	0.373262	-1.19146	0.001	0.2	1.41263	-1.60714	1	1.41263	0.2964	0.2964	0.2713	19	2	6
PATJ	0.490733	-1.14854	0.001	0.2	1.6539	-1.05257	1	1.6539	0.2966	0.2831	0.2806	62	4	17
IRAK2	0.49873	-0.936185	0.001	0.2	2.21337	-1.85207	1	2.21337	0.2968	0.2519	0.2519	16	5	8
CHST8	0.488615	1.71847	0.001	0.171911	1.34815	5	0.296312	0.00235277	0.2974	0.253	0.8813	20	7	25
SAMD12	0.290008	0.948784	0.001	0.2	0.916021	1.13702	1	0.916021	0.2976	0.2532	0.2276	49	4	6
CEP128	0.423854	0.863294	0.001	0.2	1.58031	0.924592	1	1.58031	0.2976	0.2114	0.1635	52	5	17
VWF	0.393705	-0.895829	0.001	0.2	1.71793	-1.66202	1	1.71793	0.2977	0.1983	0.2399	37	6	11
FGL1	0.112564	0.967807	0.001	0.2	0.471667	0.468655	1	0.471667	0.2984	0.2847	0.287	10	1	18
DDX10	0.269853	-1.04955	0.001	0.2	1.106	-0.542658	1	1.106	0.2989	0.2358	0.232	18	2	34
CNTN1	0.609801	-1.2233	0.001	0.2	1.67672	-5	0.446358	1.57007	0.2994	0.3346	0.3288	49	5	18
THADA	0.664273	-1.13724	0.001	0.2	0.888033	-1.29402	0.351325	0.0904643	0.2996	0.34	0.7041	284	10	248
DMD	0.999137	0.783067	0.001	0.2	2.07128	0.17925	1	2.07128	0.2997	0.2131	0.1844	234	33	556
SLC38A8	0.349407	-1.0483	0.001	0.2	0.916491	-0.495334	1	0.916491	0.2998	0.337	0.3033	19	3	34
ACTN1	0.279216	-0.757653	0.001	0.2	0.672375	-0.904058	1	0.672375	0.2999	0.3323	0.3024	19	5	8
NECAB2	0.343694	-1.2853	0.001	0.2	1.30142	-1.19693	1	1.30142	0.3003	0.2444	0.2894	12	2	9
C20orf196	0.511699	1.15642	0.001	0.2	0.754406	0.920372	0.672293	0.707266	0.3003	0.4654	0.4319	19	5	19
C7orf50	0.490265	1.29566	0.001	0.2	0.742213	5	0.322969	0.360193	0.3004	0.4603	0.4689	25	7	15
HORMAD2	0.448904	-1.17461	0.001	0.2	1.85107	-1.69403	1	1.85107	0.3007	0.127	0.1087	46	3	9
PRKCG	0.612958	1.00022	0.001	0.2	1.77404	1.00707	1	1.77404	0.3016	0.3124	0.3112	31	6	17
IFRD2	0.148084	1.08416	0.001	0.2	0.582101	0.781347	1	0.582101	0.3019	0.4488	0.4221	2	1	8
CHRDL1	0.364133	1.27013	0.001	0.2	1.33777	1.24427	1	1.33777	0.3021	0.2623	0.2623	6	2	8
SLC1A1	0.252146	-1.05697	0.001	0.2	0.795092	-0.348171	1	0.795092	0.3024	0.3223	0.3171	25	2	59
ACACB	0.211626	1.10236	0.001	0.2	0.130822	5	0.340026	0.0760678	0.3031	0.7508	0.7464	20	2	38
OR4C5	0.141564	1.06445	0.001	0.2	0.557503	0.309228	1	0.557503	0.3033	0.3033	0.3033	1	1	51
KRT33B	0.214651	1.25551	0.001	0.2	0.793292	0.878376	1	0.793292	0.3034	0.3034	0.3034	1	1	9
C3orf67	0.289088	1.07551	0.001	0.2	1.14343	1.50947	1	1.14343	0.3037	0.2634	0.2634	3	2	5
MGAM2	0.358207	1.05495	0.001	0.2	1.11643	0.996017	1	1.11643	0.3048	0.301	0.2423	25	3	10
LMTK2	0.263114	0.973524	0.001	0.2	0.773125	1.00496	1	0.773125	0.3052	0.3014	0.2216	23	4	7
"UGT1A10,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9"	0.16077	-1.12076	0.001	0.2	0.664854	-0.900186	1	0.664854	0.3055	0.2543	0.1721	6	1	8
IGF2R	0.516585	-0.666207	0.001	0.2	1.43678	-0.741272	1	1.43678	0.306	0.2231	0.1925	76	19	24
CXCL2	0.233195	-1.29584	0.001	0.2	0.903915	-1.01028	1	0.903915	0.3062	0.1899	0.1899	1	1	9
MYH13	0.118594	0.989253	0.001	0.2	0.483866	0.335415	1	0.483866	0.3063	0.3063	0.3063	28	1	37
OTOGL	0.365627	1.29109	0.001	0.2	0.564022	5	0.370539	0.113903	0.3064	0.4812	0.7889	16	4	19
PITRM1	0.20821	1.24087	0.001	0.2	0.774644	0.858583	1	0.774644	0.3065	0.3065	0.3065	7	1	9
LIMA1	0.587988	0.987971	0.001	0.2	1.83437	0.907854	1	1.83437	0.307	0.3239	0.3131	45	6	20
CFAP69	0.402297	1.06659	0.001	0.2	1.21531	0.617329	1	1.21531	0.307	0.2913	0.2551	4	3	27
APLN	0.23326	1.29598	0.001	0.2	0.808356	1.24283	1	0.808356	0.3075	0.3266	0.3075	1	1	5
ABCC1	0.156035	1.10736	0.001	0.2	0.608483	0.280237	1	0.608483	0.3078	0.3078	0.3078	76	1	69
VSIG4	0.351624	1.21205	0.001	0.2	0.639545	0.232043	1	0.639545	0.3081	0.4273	0.423	11	3	110
ZNF519	0.357495	-1.31597	0.001	0.2	1.31003	-1.50621	1	1.31003	0.3084	0.2739	0.2739	4	2	7
USP13	0.555681	1.46973	0.001	0.2	1.18787	5	0.54372	0.730659	0.3085	0.3085	0.5605	29	3	6
PBDC1	0.141061	1.0629	0.001	0.2	0.546373	0.713156	1	0.546373	0.3086	0.4841	0.4841	1	1	9
SPACA7	0.268734	-1.04993	0.001	0.2	0.937442	-1.39324	1	0.937442	0.3089	0.4859	0.4458	6	2	5
SLC26A8	0.453607	-0.981154	0.001	0.2	2.75092	-5	1	2.75092	0.309	0.2401	0.2401	27	4	5
KIF27	0.387815	-1.20973	0.001	0.2	1.63414	-1.61821	1	1.63414	0.3095	0.2624	0.2624	4	2	8
UBASH3B	0.356062	1.43607	0.001	0.2	0.748778	5	0.432949	0.516405	0.3098	0.3917	0.48	35	2	11
SERINC5	0.480446	-0.81786	0.001	0.2	0.582864	-5	0.35169	0.383765	0.3102	0.4285	0.533	23	10	28
VDR	0.302558	0.858239	0.001	0.2	0.96728	1.11529	1	0.96728	0.3104	0.3255	0.2692	19	5	7
GRHL1	0.596048	-1.20536	0.001	0.2	1.95064	-1.79416	1	1.95064	0.3105	0.494	0.494	67	4	7
MID1	0.669382	0.853859	0.001	0.2	1.23468	0.319662	1	1.23468	0.3113	0.3203	0.2902	34	9	106
PPME1	0.297623	1.09775	0.001	0.2	1.25624	1.51431	1	1.25624	0.3129	0.2195	0.2195	11	2	6
CPNE5	0.315268	-1.10595	0.001	0.2	0.944183	-5	0.427716	0.708701	0.3132	0.3128	0.3722	23	5	9
DOC2B	0.152656	-1.09761	0.001	0.2	0.650288	-0.861425	1	0.650288	0.3134	0.3134	0.3134	2	1	9
PMP22	0.135544	-1.04565	0.001	0.2	0.559395	-0.569865	1	0.559395	0.3134	0.3134	0.3134	8	1	15
TNFRSF11A	0.208199	-0.827928	0.001	0.2	1.62742	-5	1	1.62742	0.3135	0.2474	0.2211	4	3	5
TBXAS1	0.368263	0.91286	0.001	0.2	0.549707	0.594223	1	0.549707	0.3137	0.4753	0.4681	27	6	13
DCLK2	0.271367	1.36087	0.001	0.2	0.556452	5	0.363448	0.273781	0.3139	0.5644	0.5644	12	4	5
ZCCHC4	0.336086	-0.968289	0.001	0.2	1.29225	-1.53614	1	1.29225	0.3146	0.3146	0.3146	12	3	6
SKA1	0.158202	1.11353	0.001	0.2	0.627902	0.777828	1	0.627902	0.3149	0.3149	0.3149	4	1	9
FAM9A	0.176385	-1.16295	0.001	0.2	0.68587	-0.589138	1	0.68587	0.3151	0.2628	0.2952	1	1	17
GPBP1L1	0.299621	1.42226	0.001	0.2	0.949226	1.33501	1	0.949226	0.3156	0.3156	0.3156	3	1	5
CNTN4	0.353007	-0.918562	0.001	0.2	1.32257	-0.315678	1	1.32257	0.3156	0.1903	0.1857	228	4	116
ABCC11	0.426468	1.18002	0.001	0.2	0.874974	0.958873	1	0.874974	0.3159	0.5135	0.5681	20	5	8
CORIN	0.266358	1.04867	0.001	0.2	1.14881	1.12648	1	1.14881	0.3163	0.2853	0.2487	19	2	9
MAGT1	0.24815	1.08323	0.001	0.2	0.574955	0.439788	1	0.574955	0.3163	0.3882	0.3508	4	2	27
RP9	0.135012	-1.04396	0.001	0.2	0.545893	-0.173163	1	0.545893	0.3169	0.3169	0.3169	1	1	164
SOX13	0.271795	1.35965	0.001	0.2	0.556531	5	0.36346	0.2693	0.3181	0.5623	0.7417	18	4	5
KANSL1	0.552019	-0.765231	0.001	0.2	0.263982	-0.507562	0.3493	0.158594	0.3181	0.5574	0.6647	125	19	365
EIPR1	0.669615	1.22489	0.001	0.2	1.46008	2.10236	0.651103	1.14666	0.3186	0.3922	0.5073	26	5	13
CSHL1	0.233879	-1.14244	0.001	0.2	1.07664	-0.688892	1	1.07664	0.3186	0.2748	0.2467	2	2	21
ALDH4A1	0.484757	1.42852	0.001	0.2	0.733048	5	0.375795	0.00141609	0.3189	0.5203	0.8748	30	4	14
MN1	0.239461	-0.631873	0.001	0.2	0.726234	-0.776352	1	0.726234	0.3192	0.3097	0.2592	24	8	13
PKNOX2	0.355821	-0.801602	0.001	0.2	0.262925	-1.6409	0.392393	0.491745	0.3192	0.5214	0.3391	18	7	101
"SPANXC,SPANXD"	0.153745	1.10077	0.001	0.2	0.598415	0.437485	1	0.598415	0.3195	0.3195	0.3195	1	1	26
"NBPF10,NBPF19,NBPF20"	0.222983	-0.971864	0.001	0.2	0.757382	-0.181073	1	0.757382	0.3195	0.2984	0.2923	38	2	207
IPO11	0.332701	1.16179	0.001	0.2	1.31049	1.08106	1	1.31049	0.3197	0.3007	0.313	9	2	10
MLPH	0.360679	-0.833819	0.001	0.2	0.862418	-0.585114	1	0.862418	0.32	0.344	0.325	35	9	24
TCERG1L	0.451493	-0.951611	0.001	0.2	1.77839	-5	0.547563	0.687028	0.3202	0.219	0.4589	54	8	15
SPATA13	0.411617	-1.03698	0.001	0.2	1.11456	-0.66173	1	1.11456	0.3203	0.3604	0.3293	88	6	24
SPTBN5	0.382998	1.11779	0.001	0.2	1.35621	1.06721	1	1.35621	0.3204	0.4147	0.4147	15	3	11
NAV2	0.443917	1.2789	0.001	0.2	0.694237	5	0.352632	0.501423	0.321	0.4679	0.4679	21	6	8
CUL2	0.244247	-1.04581	0.001	0.2	0.845925	-0.668943	1	0.845925	0.3218	0.365	0.365	7	2	19
EXOC6	0.260487	1.01136	0.001	0.2	0.397349	5	0.450615	0.376066	0.3229	0.5831	0.7393	11	3	5
SH3TC1	0.27576	1.06901	0.001	0.2	1.04346	0.994673	1	1.04346	0.3232	0.2458	0.2154	12	2	9
SCCPDH	0.199441	1.22037	0.001	0.2	0.728667	0.790439	1	0.728667	0.3232	0.3232	0.3232	8	1	10
SERPINA7	0.133127	1.03793	0.001	0.2	0.534331	0.417196	1	0.534331	0.3239	0.3239	0.3239	11	1	26
RIN3	0.313212	0.871289	0.001	0.2	1.04212	0.794197	1	1.04212	0.3243	0.2141	0.1709	109	5	14
PASK	0.488555	-1.14597	0.001	0.2	2.80511	-5	1	2.80511	0.3245	0.2512	0.2512	21	3	5
SH3KBP1	0.268807	1.06717	0.001	0.2	1.09605	0.81235	1	1.09605	0.3248	0.2328	0.2577	18	2	14
CABLES1	0.484817	-1.02197	0.001	0.2	2.33711	-1.82262	1	2.33711	0.3255	0.2286	0.2286	23	4	13
NLRP11	0.143907	-1.07161	0.001	0.2	0.620366	-0.852147	1	0.620366	0.3263	0.2748	0.2615	20	1	11
TFDP2	0.401438	1.21508	0.001	0.2	0.547286	2.757	0.413086	0.143235	0.3263	0.4945	0.6257	11	4	104
BTN2A1	0.230579	-0.989144	0.001	0.2	0.869345	-0.349098	1	0.869345	0.3267	0.2942	0.2214	19	2	67
C15orf41	0.306188	-1.37774	0.001	0.2	0.835878	-1.00862	0.957595	0.835595	0.3269	0.3567	0.3567	17	3	9
ARL6IP1	0.0955591	-0.902637	0.001	0.2	0.417098	-0.555691	1	0.417098	0.3269	0.3542	0.2871	3	1	12
CARHSP1	0.216943	-1.26064	0.001	0.2	0.871233	-0.965979	1	0.871233	0.327	0.2158	0.2158	2	1	10
RFPL2	0.162984	-1.12692	0.001	0.2	0.654506	-0.773255	1	0.654506	0.3273	0.3273	0.3273	6	1	10
CHODL	0.689997	-0.914396	0.001	0.2	2.32856	-0.681802	1	2.32856	0.3273	0.2709	0.2636	54	11	47
XRCC1	0.406447	-1.05693	0.001	0.2	2.51158	-5	1	2.51158	0.3274	0.1482	0.1482	16	3	5
PRICKLE1	0.424951	-1.17537	0.001	0.2	1.53443	-1.28776	1	1.53443	0.3277	0.2488	0.2695	8	3	9
ASB5	0.479938	-1.16627	0.001	0.2	1.40435	-1.05368	1	1.40435	0.3277	0.3799	0.376	11	4	13
ACTR3C	0.512073	1.2472	0.001	0.2	0.753427	0.936584	0.415616	0.190753	0.3281	0.4276	0.7273	50	6	59
SELP	0.293796	0.84026	0.001	0.2	0.601896	0.395539	1	0.601896	0.3287	0.4417	0.268	8	4	33
PKD1L3	0.327307	-1.18353	0.001	0.2	0.998855	-0.805428	1	0.998855	0.3288	0.3539	0.3395	21	3	14
ZNF555	0.224447	-0.988357	0.001	0.2	0.737653	-0.759768	1	0.737653	0.3289	0.2996	0.3504	5	2	14
PADI2	0.387533	-1.18956	0.001	0.2	1.0847	-1.47125	1	1.0847	0.3292	0.473	0.3292	8	3	5
UBAP1	0.307935	0.973467	0.001	0.2	0.895257	0.858685	1	0.895257	0.3292	0.3471	0.2787	7	3	10
SYK	0.573788	-1.08288	0.001	0.2	2.61284	-1.89371	1	2.61284	0.3298	0.2016	0.2016	27	4	11
LINC02210-CRHR1	0.322289	0.497947	0.001	0.2	1.24071	0.598091	1	1.24071	0.33	0.276	0.2231	146	25	34
GRID1	0.795862	1.08492	0.001	0.2	0.903763	0.363721	1	0.903763	0.3303	0.5039	0.4641	182	17	56
KIF19	0.133646	-1.03959	0.001	0.2	0.545443	-0.231428	1	0.545443	0.3303	0.3303	0.3303	7	1	95
FAM186A	0.231129	1.03985	0.001	0.2	0.770625	0.685465	1	0.770625	0.3306	0.3522	0.306	25	2	14
COL11A1	0.34559	-1.16203	0.001	0.2	1.38289	-1.54005	1	1.38289	0.3311	0.2142	0.1992	25	2	9
PUM2	0.515185	1.08558	0.001	0.2	1.76245	1.35247	1	1.76245	0.3311	0.1965	0.2461	31	4	9
EFHD1	0.286036	0.924664	0.001	0.2	0.984568	1.41514	1	0.984568	0.3312	0.4901	0.4901	6	3	5
CNBD1	0.684025	1.03581	0.001	0.2	1.3853	0.56609	1	1.3853	0.3312	0.3679	0.3438	58	10	37
SLC25A24	0.121218	-0.998345	0.001	0.2	0.517857	-0.532188	1	0.517857	0.3314	0.3314	0.3314	8	1	17
SLC37A3	0.206708	1.23741	0.001	0.2	0.788345	0.839677	1	0.788345	0.3315	0.2413	0.3084	30	1	10
C6orf106	0.52004	-0.914825	0.001	0.2	1.88255	-1.16433	1	1.88255	0.3319	0.2603	0.2313	20	6	14
PMM2	0.173672	-1.15583	0.001	0.2	0.700726	-0.605164	1	0.700726	0.3319	0.304	0.3251	8	1	19
ATP2C2	0.133158	-1.03803	0.001	0.2	0.541764	-0.339423	1	0.541764	0.3319	0.314	0.3264	46	1	41
TENM2	0.430881	-0.606717	0.001	0.2	1.43583	-0.770716	1	1.43583	0.332	0.255	0.2224	56	17	28
SETX	0.41911	1.15312	0.001	0.2	1.00825	0.724349	1	1.00825	0.3323	0.4167	0.4167	22	5	16
B3GLCT	0.220118	-0.964175	0.001	0.2	0.677095	-0.603862	1	0.677095	0.333	0.4025	0.2934	17	2	17
CARD17	0.241773	-1.12928	0.001	0.2	1.04283	-0.628621	1	1.04283	0.333	0.3189	0.3053	3	2	25
PUS7	0.446436	-1.14536	0.001	0.2	1.17622	-1.17528	1	1.17622	0.3332	0.3314	0.3314	7	3	8
MRPL40	0.0670008	0.772651	0.001	0.2	0.288392	0.481557	1	0.288392	0.3334	0.3496	0.3877	1	1	11
TCTEX1D2	0.129748	1.02696	0.001	0.2	0.524872	1.02877	1	0.524872	0.3336	0.3336	0.3336	2	1	5
ELOVL6	0.583097	-0.88663	0.001	0.2	1.9885	-0.837853	1	1.9885	0.3337	0.2384	0.2295	44	7	28
SLCO2B1	0.285622	0.943743	0.001	0.2	0.899941	1.14627	1	0.899941	0.3338	0.3338	0.312	18	4	6
KMT2C	0.351756	1.02022	0.001	0.2	1.47477	0.735108	1	1.47477	0.3342	0.2194	0.1942	22	3	26
NTM	0.476127	0.844118	0.001	0.2	0.666951	0.68346	0.75571	0.660921	0.3355	0.4069	0.3632	75	15	21
TTLL6	0.469673	-1.13044	0.001	0.2	2.86601	-5	1	2.86601	0.336	0.1485	0.1485	61	3	6
PRRG1	0.208795	-1.06303	0.001	0.2	0.508264	-0.10645	1	0.508264	0.3363	0.4382	0.4377	4	2	403
MST1R	0.173416	-0.961981	0.001	0.2	1.41224	-5	1	1.41224	0.3364	0.3364	0.3364	3	2	5
FAM218A	0.183938	1.18236	0.001	0.2	0.685919	0.558616	1	0.685919	0.337	0.337	0.337	4	1	18
RPF2	0.152037	-1.09581	0.001	0.2	0.663166	-1.16235	1	0.663166	0.3371	0.3328	0.3371	6	1	6
TPST1	0.24414	-1.01307	0.001	0.2	1.12213	-1.4323	1	1.12213	0.3371	0.3371	0.3349	7	2	8
GRAP	0.145152	1.07538	0.001	0.2	0.571591	0.690761	1	0.571591	0.3377	0.2886	0.3293	1	1	10
FUBP3	0.212161	1.2499	0.001	0.2	0.725728	1.09138	1	0.725728	0.3382	0.3382	0.3382	2	1	5
ADARB2	0.371192	1.08309	0.001	0.2	1.39139	0.440487	1	1.39139	0.3383	0.2507	0.2449	121	4	62
RCCD1	0.269385	1.08863	0.001	0.2	0.950075	0.95246	1	0.950075	0.3388	0.3521	0.4331	6	2	9
BRIP1	0.304159	0.900743	0.001	0.2	1.24561	1.08989	1	1.24561	0.339	0.2499	0.2431	28	7	11
CAPN6	0.20946	-0.944666	0.001	0.2	0.815961	-0.750921	1	0.815961	0.3395	0.383	0.3474	4	2	13
"MAGEA10-MAGEA5,MAGEA5"	0.143233	-1.06956	0.001	0.2	0.594713	-0.571437	1	0.594713	0.3395	0.3395	0.3395	1	1	19
MFSD6	0.303166	1.09967	0.001	0.2	0.929931	1.08274	1	0.929931	0.3398	0.3398	0.3398	6	2	7
